B.65	"How can we show that ""eqx600eqx"" for all ""eqx601eqx""? Applying ""eqx602eqx"" to both sides yields that ""eqx603eqx"" should be equivalent to ""eqx604eqx"" So, if I did no mistake, it should suffice to show ""eqx605eqx"" for all ""eqx606eqx""."
B.66	"if ""eqx610eqx"" and ""eqx611eqx"" is it possible to justify that ""eqx612eqx""?"
B.67	"If A is a ""eqx613eqx"" matrix,B is a ""eqx614eqx"" matrix and C is a ""eqx615eqx"" matrix prove that: ""eqx616eqx"" O is the matrix that all it's elements are equal to zero. I know some rules for calculating determinants but I don't know how to begin in this question."
B.68	"Prove ""eqx620eqx"" is divisible by ""eqx621eqx"" if ""eqx622eqx"" is odd: We know ""eqx623eqx"" cannot be ""eqx624eqx"" and the ""eqx625eqx"". Since ""eqx626eqx"" must be odd, we can rewrite ""eqx627eqx"" as ""eqx628eqx""."
B.69	"So I was assigned this homework problem: ""eqx637eqx"" for all s and all ""eqx638eqx"" I've tried to email both my professor and my TA and their explanations seem contradictory. My professor responded saying the statement I need to prove is ""The formula is correct for ""eqx639eqx""."""
B.70	"Let ""eqx641eqx"" and ""eqx642eqx"". I need to prove the following: ""eqx643eqx"" I tried to use Euler formula and then sum the first ""eqx644eqx"" terms of the geometric serie I get, but it didn't work. Any ideas?"
B.71	"Show, with induction that ""eqx646eqx"" My attempt Case 1: n = 1 ""eqx647eqx""  ""eqx648eqx"" Case 2: n = p ""eqx649eqx"" ""eqx650eqx"" Case 3: n = p + 1 ""eqx651eqx"" ""eqx652eqx"" Now to show this with induction I think i need to show that ""eqx653eqx"" ""eqx654eqx"" So I need to rewrite  ""eqx655eqx""to be equal to ""eqx656eqx"""
B.73	"This are the doubts I have about the demonstration, the which I hope someone can clarify. Prove that ""eqx663eqx"". We will use the following equality, and call it ""eqx664eqx"":  ""eqx665eqx"" (?-1)"
B.74	"Show that the image of the function ""eqx689eqx"", ""eqx690eqx"" is the interval ""eqx691eqx"". If ""eqx692eqx"", then ""eqx693eqx""."
B.75	"I'm unsure how to show  that for each integer ""eqx697eqx"", ""eqx698eqx"". Looking at the solutions it starts with ""eqx699eqx"" ""eqx700eqx"" ""eqx701eqx"" but not sure how this is a logical step."
B.76	"The problem is the following:  Let ""eqx703eqx"" where ""eqx704eqx"" and ""eqx705eqx"". Suppose we have a collection of such sets   ""eqx706eqx""   satisfying: ""eqx707eqx"" Show whether it is always possible to extract a finite   ""eqx708eqx"" s.t. ""eqx709eqx""  Unfortunately, I seem to have forgotten a lot of my elementary algebra... Nevertheless, I have attempted something: Let ""eqx710eqx"" be the set of primes."
B.77	"Show that the relation ""eqx727eqx"" is a consequence of the distributive law. This question is the first problem from 'Number Theory for Beginners"" by Andre Weil."
B.79	"Rudin in Real and Complex Analysis uses this in a proof near the beginning of chapter 9:  ""eqx739eqx"" for all real ""eqx740eqx""  Why is this true? Edit: I believe ""eqx741eqx"" is real"
B.80	"Just start out with the least elements. ""eqx743eqx"" In other words, first comes ""eqx744eqx"", then comes ""eqx745eqx""."
B.81	"Let ""eqx752eqx"" be an infinite set. Proposition 1:   For any ""eqx753eqx"", there exists an injection from ""eqx754eqx"" to ""eqx755eqx"". (1) Since ""eqx756eqx"", there exists ""eqx757eqx""."
B.82	"Let ""eqx800eqx"" be the area under the curve for ""eqx801eqx"" in the interval ""eqx802eqx"" ""eqx803eqx"" Now there must exist a function, ""eqx804eqx"" such that:   ""eqx805eqx"" Substituting the value of ""eqx806eqx"": ""eqx807eqx"" Using t substitution: Let ""eqx808eqx"" Then: ""eqx809eqx"" And:  ""eqx810eqx"" Changing the limits: ""eqx811eqx"" ""eqx812eqx"" becomes ""eqx813eqx"" ""eqx814eqx"" becomes ""eqx815eqx"" Substituting in the definite integral: ""eqx816eqx"" But Definite Integral where the lower and upper bounds are the same is ""eqx817eqx"". So: ""eqx818eqx"", which is not possible."
B.83	"With that in mind, he gave us a sequence to chew on before we learn more about boundedness. That sequence is: ""eqx819eqx"" I know that a sequence is bounded above if there is a number ""eqx820eqx"" such that ""eqx821eqx"" for all ""eqx822eqx""."
B.84	"I've : ""eqx825eqx"" is not a principal ideal in ""eqx826eqx"" where p is prime. My question :   Is ""eqx827eqx"" a principal ideal in ""eqx828eqx"" where p is not a prime?"
B.85	"I tried to first find the possibility that this bug reaches ""eqx839eqx"" as the number of steps goes to infinity. The recurrence equation I find is ""eqx840eqx"", where ""eqx841eqx"" is the possibility for the bug starting at position ""eqx842eqx"" to reach ""eqx843eqx"". We also have the boundary condition ""eqx844eqx""."
B.86	"Problem: Is it true that ""eqx849eqx"" My start of solution: ""eqx850eqx"" I think this upper bound is way too large and I can't seem to find a solution."
B.87	"If  ""eqx853eqx"" , is it true that ""eqx854eqx"" ? I have been able to prove that this holds for ""eqx855eqx"" , ""eqx856eqx"", and ""eqx857eqx"" using the following lemma:"
B.88	"Is the polynomial  ""eqx882eqx""  reducible over  ""eqx883eqx""?"
B.89	"Is there any known complete parametrization of the Diophantine equation ""eqx884eqx"" where ""eqx885eqx"" are (positive) rational numbers, or equivalently, integers?"
B.90	"By definition, if ""eqx886eqx"" is a ""eqx887eqx"" matrix, an inverse of ""eqx888eqx"" is an ""eqx889eqx"" matrix ""eqx890eqx"" with the property that: ""eqx891eqx""  where ""eqx892eqx"" is the ""eqx893eqx"" identity matrix. Are there any cases where ""eqx894eqx"" but ""eqx895eqx"" or the other way around (and thus making (1) a false statement) ?"
B.92	"This is all I could infer so far. With respect to the above, I tried looking at ""eqx931eqx"" or ""eqx932eqx"" in ""eqx933eqx"" for some prime number ""eqx934eqx"" but I have trouble determining whether the quotient is a field or not."
B.93	"Let ""eqx937eqx"" matrix on ""eqx938eqx"" size ""eqx939eqx"". How can I prove that ""eqx940eqx"" if ""eqx941eqx"" and ""eqx942eqx"" are singular matrix"
B.94	"Question: Are there ""eqx944eqx"" sets of natural numbers such that each two have finite intersection. From what I've read about infinite families, I need to ignore those who have the properpty ""eqx945eqx""."
B.95	"The problem:  Defining ""eqx950eqx"" as the leg ""eqx951eqx"" of a right triangle with ""eqx952eqx"" (in radians) and hypotenuse ""eqx953eqx"", prove that ""eqx954eqx""  (The motivation is to find the derivative of ""eqx955eqx"" in a elementary, ""pre-Taylor"" and ""pre-series"" context). I have seen many times a proof that it is based in the fact that the length of the arc ""eqx956eqx"" satisfies ""eqx957eqx"" or sometimes ""eqx958eqx"" The lower bound is clear because the ""eqx959eqx"" is the length of a straight segment and ""eqx960eqx"" is the length of a curved segment with the same endpoints."
B.96	"Let ""eqx975eqx"" be a convergent sum with positive ""eqx976eqx"". Does ""eqx977eqx"" always diverge?"
B.97	"I feel like the answer should be infinity, because if the dimension was finite, say ""eqx992eqx"", then for every ""eqx993eqx"" real numbers  ""eqx994eqx"" there was a linear combination with rational coefficients that gives ""eqx995eqx"": ""eqx996eqx"". Multiplying by ""eqx997eqx"" we get that for every ""eqx998eqx"" real numbers there is a linear combination with natural coefficients that gives ""eqx999eqx"". That feels false, how do you prove it?"
B.98	"I need to prove that, for all ""eqx1006eqx"", the set ""eqx1007eqx"" is dense in ""eqx1008eqx"". First, I can write ""eqx1009eqx"" by ""eqx1010eqx"" So, I can write ""eqx1011eqx"", ""eqx1012eqx"" by ""eqx1013eqx"" I need to prove that, for all ""eqx1014eqx"" and for all ""eqx1015eqx"", every neighborhood ""eqx1016eqx"" of ""eqx1017eqx"" contains a point ""eqx1018eqx"" such that ""eqx1019eqx"" for some ""eqx1020eqx""."
B.201	"I want to see if there is any elementary way to prove the following assertion about matrices over division rings (such as not using Wedderburn's theory or tensoring techniques). If an ""eqx1eqx"" matrix over a division ring has left inverse, then it also has right inverse. The assertion has elementary proof for matrices over fields, but I am considering over division rings."
B.202	"Some Background and Motivation: In this question, it is shown that an integral domain ""eqx2eqx"" such that ""eqx3eqx"", ""eqx4eqx"" and ""eqx5eqx"" fields with ""eqx6eqx"" finite, is itself a field. However, a significantly more general result holds and seems worthy, of independent address; hence, Let ""eqx7eqx"" be fields with ""eqx8eqx"" if ""eqx9eqx"" is a ring such that ""eqx10eqx"" show that ""eqx11eqx"" is in fact a field."
B.203	"Why does the subtraction symbol go away? ""eqx12eqx"""
B.204	"I know the definition of ""the locally closed subscheme of ""eqx23eqx"" where two ""eqx24eqx""-  morphisms ""eqx25eqx"" agree"" from its universal property. Also I can define it as the fiber product of the diagonal ""eqx26eqx"" with ""eqx27eqx"" My question:  how to prove that the underlying set of ""the locally closed subscheme where the two morphisms agree"" is the same as the set of points where the two morphism agree on the residue field. It is probably clear thatthe former is contained in the latter, but why is it all of them?"
B.205	"Here, n $\in$ I.  One solution will remain x=n But i want to find if any more solutions can exist ""eqx30eqx"""
B.206	"I'm confused on the limit of ""eqx33eqx"""
B.207	"I am working on this problem to find a function ""eqx37eqx"" s.t. ""eqx38eqx"" where ""eqx39eqx"" means that given functions ""eqx40eqx"" and ""eqx41eqx"", we have ""eqx42eqx"". For instance, given the right hand side of the equation above, on input ""eqx43eqx"" we have the following (it's a divergent series) ""eqx44eqx"" The closest function I can think of are the binomials where: ""eqx45eqx"" But it doesnt really equal the first equation above."
B.208	"@Claude Leibovici's answer to this Math Stack Exchange question (it's the second answer) gives an asymptote for the generalised harmonic number ""eqx47eqx"": ""eqx48eqx"" Heuristically, this is an excellent fit. But can someone please tell me if this is a published result, and more importantly how it is derived?"
B.209	"Evaluate the definite integral: ""eqx49eqx"""
B.210	"what's an elegant way to show that ""eqx52eqx""?"
B.211	"""eqx58eqx"""
B.212	"I've been given the function ""eqx70eqx"" And I have to evaluate ""eqx71eqx"" so find the value of ""eqx72eqx"" I would appreciate any help with this as I am pretty lost."
B.213	"Calculate ""eqx73eqx"""
B.214	"Show that ""eqx75eqx"""
B.215	"Now as the set of discontinuities of any arbitrary functions can be written as a countable union of closed sets. So let ""eqx88eqx"" be the set of discontinuities of ""eqx89eqx"", then we can write ""eqx90eqx"" where all the ""eqx91eqx"" are closed set. Now suppose that for ""eqx92eqx"" the set ""eqx93eqx"" is not nowhere dense then there exists an open interval ""eqx94eqx"" such that for any interval ""eqx95eqx"" in that open interval ""eqx96eqx"" we have ""eqx97eqx"" and hence ""eqx98eqx"" is dense in the open interval ""eqx99eqx"" and as ""eqx100eqx"" is closed so it contains the interval ""eqx101eqx"" and hence ""eqx102eqx"" is entirely discontinuous on the open interval ""eqx103eqx"", but as the derivative of an everywhere differentiable function cannot be entirely discontinuous on an interval, so a contradiction."
B.216	"Compute the limit ""eqx104eqx"""
B.217	"Here's the question- Find the maximum area of an isosceles triangle inscribed in the ellipse ""eqx130eqx"". My teacher solved it by considering two arbitrary points on the ellipse to be vertices of the triangle, being ""eqx131eqx"" and ""eqx132eqx""."
B.218	"Wrt Ramsey numbers I have the following identity given to me: ""eqx135eqx"" And i have the following bases cases: ""eqx136eqx"" and ""eqx137eqx""."
B.219	"I am trying to prove the following identity using a a combinatorial argument: ""eqx139eqx"""
B.220	"How can i prove the identity ""eqx140eqx"""
B.221	"As a simple example we can write any positive integer ""eqx157eqx"" in the form ""eqx158eqx"" where ""eqx159eqx"" (""eqx160eqx"" is just the leading digit in the binary expansion of ""eqx161eqx""), which gives ""eqx162eqx"". If we write ""eqx163eqx"" then iterating this gives something like ""eqx164eqx"" This gives an upper bound growing something like ""eqx165eqx"" which I think is pessimistic."
B.222	"In how many ways can these assignments be done? I know that for each section (A,B,C,D) I should add a () and as long as every section must get a new employee we should start like this: ""eqx174eqx"" then if we look  it's ""eqx175eqx""."
B.223	"combinatorial proof that ""eqx176eqx"""
B.224	"According to the ""eqx198eqx""-""eqx199eqx"" definition of continuity, if I take ""eqx200eqx"" as any positive number smaller than ""eqx201eqx"", then ""eqx202eqx"" by definition is continuous at ""eqx203eqx"" because within the ""eqx204eqx""-neighborhood there is only one point defined, but ""eqx205eqx"" is obviously not continuous at ""eqx206eqx"". Below is the ""eqx207eqx""-""eqx208eqx"" definition of continuity: The function ""eqx209eqx"" is continuous at a point ""eqx210eqx"" of its domain if for every positive ""eqx211eqx"" we can find a positive number ""eqx212eqx"" such that ""eqx213eqx"" for all values ""eqx214eqx"" in the domain of ""eqx215eqx"" for which ""eqx216eqx""."
B.225	"What's the best approach to this problem? I tried using Vieta's formulas, where the sum of three roots of (1) and (2) are: ""eqx221eqx"" ""eqx222eqx"" Summing both, ""eqx223eqx"" Assuming there is only one root for each of (1) and (2), we are done, but what if there isn't?"
B.226	"Parametrization of the curve ""eqx224eqx"""
B.227	"So, I'm not a big expert in this subject but I know ""eqx236eqx"" isn't to do with 'real' maths but it's all to do with the zeta function; however I was watching a maths video and the equation: ""eqx237eqx"" ... is actually a perfect equation for the series ""eqx238eqx"" etc."
B.228	"Let be   ""eqx250eqx"" Find the integral ""eqx251eqx"" I tried exploring f(x), took it in parts, got that it converges. F(x,y) is difficult to investigate, since the product of integrals is there, I don't know what to do with it."
B.229	"The integral given is: ""eqx252eqx"" where  ""eqx253eqx"" represents the fractional part of ""eqx254eqx"" I first tried breaking it using a piecewise definition but I couldn't figure out how to do it as there wasn't any consistent pattern that I could spot."
B.230	"So I went through the definition of Ramsey number and I have a basic question. Definition: For any given number of colours, ""eqx256eqx"", and any given integers ""eqx257eqx"", there is a number, ""eqx258eqx"", such that if the edges of a complete graph of order ""eqx259eqx"" are coloured with c different colours, then for some i between 1 and c, it must contain a complete subgraph of order ni whose edges are all colour i. Question: Is the multicolour Ramsey number ""eqx260eqx""same as ""eqx261eqx""or any other permutation of""eqx262eqx""? The definition seems to imply so, I just want to verify if I'm thinking right."
B.231	"Shouldn't this be similar to this case? ""eqx265eqx"" Aren't ""eqx266eqx"" and ""eqx267eqx"" equal to the same value in this context? What am I missing here?"
B.232	"I'm getting confused between 2 variants of definition of induced matrix norm. Given a norm ""eqx268eqx"" on ""eqx269eqx"", the induced matrix norm is defined by ""eqx270eqx""  I'm trying to deduce the second variant from this definition i.e. ""eqx271eqx"" Consider ""eqx272eqx"" where ""eqx273eqx"" and ""eqx274eqx"". Therefore, ""eqx275eqx"" I don't know how to continue from here on."
B.233	"Motivation for defining tangent vectors with derivations and why they should act on ""eqx281eqx"""
B.234	"Let ""eqx297eqx"" be a polynomial. According to Sard's theorem, the image ""eqx298eqx"" of the set of critical values  ""eqx299eqx"" has measure zero. What if I want to show that the set ""eqx300eqx"" itself has measure zero in the domain of ""eqx301eqx""?"
B.235	"Method for solving Diophantine equation ""eqx302eqx"""
B.236	"According to references (e.g. Wikipedia and elsewhere), the Dirichlet distribution, parametrized by ""eqx310eqx"", is ""eqx311eqx"" where ""eqx312eqx"" So, if ""eqx313eqx"" and ""eqx314eqx"" then this gives ""eqx315eqx"" where ""eqx316eqx"" so, ""eqx317eqx"" for all ""eqx318eqx""."
B.237	"I want to rewrite the following types of propositions without the simple or double implication:  ""eqx332eqx"" ""eqx333eqx"" ""eqx334eqx"" So we have to write these propositions without any implication, for example the first proposition like ""eqx335eqx"" or is something else meant?"
B.238	"So ""if ""eqx347eqx"" is reflexive, symmetric and transitive, then ""eqx348eqx"" is an equivalence relation"" Now working our intuition for equivalence relation ""eqx349eqx"" we note the following. Let ""eqx350eqx"" be an equivalence relation on a set A, then for ""eqx351eqx"" we have,  ""eqx352eqx"" (by the intuitive knowledge of what ""eqx353eqx"" means) if ""eqx354eqx"" then ""eqx355eqx"" (by the intuitive knowledge of what ""eqx356eqx"" means) if ""eqx357eqx"" and ""eqx358eqx"" then ""eqx359eqx"" (by the intuitive knowledge of what ""eqx360eqx"" means) Now we see that (1) implies ""eqx361eqx"" is reflexive, (2) implies that ""eqx362eqx"" is symmetric and (3) implies that ""eqx363eqx"" is transitive."
B.239	"Let ""eqx368eqx"" be a symmetric, transitive relation. If ""eqx369eqx"" then the symmetric property implies that ""eqx370eqx"". Using the the transitive property upon ""eqx371eqx"" and ""eqx372eqx"" we can conclude ""eqx373eqx""."
B.240	"In bhaskar, the way to get the result, is to get the ""eqx374eqx"", and then the ""eqx375eqx"". But from where come these constants?"
B.241	"Divisibility of ""eqx376eqx"""
B.242	"Show that for all prime numbers ""eqx384eqx"" greater than ""eqx385eqx"", ""eqx386eqx"" divides ""eqx387eqx"" evenly. Since ""eqx388eqx"" we have that ""eqx389eqx"", where ""eqx390eqx"" Now since ""eqx391eqx"" and the numerator contains always at least one even factor(?) we have that ""eqx392eqx"" Is my reasoning here correct or am I missing something here?"
B.243	"If ""eqx393eqx"" then ""eqx394eqx"""
B.244	"Let ""eqx404eqx"" be a an Equivalence relation on ""eqx405eqx"" defined by: ""eqx406eqx"" What is the cardinality of ""eqx407eqx""?   where ""eqx408eqx"" is the quotient set of ""eqx409eqx"" under ""eqx410eqx""."
B.245	"That is ""eqx411eqx"" where ""eqx412eqx"""
B.246	"So, ""eqx423eqx"". Then we get ""eqx424eqx"" Not sure quite how to proceed from there- using double and triple angle formulae doesn't seem to work"
B.247	"What are the co-ordinates of points ""eqx432eqx"" and ""eqx433eqx""? I came this far: point ""eqx434eqx"" on circle ""eqx435eqx"" has the coordinates ""eqx436eqx"", ""eqx437eqx"". Now I should use this to find points ""eqx438eqx"" and ""eqx439eqx"", but I don't know how to proceed."
B.248	"Let ""eqx442eqx"" be an abelian group with even order and ""eqx443eqx"". It is easy to show that ""eqx444eqx"" is a sugroup of ""eqx445eqx"" and the number of elements of ""eqx446eqx"" must be a power of ""eqx447eqx""."
